3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,19:49:38,45.35327764580474,-122.85393959924241,0
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,19:54:38,45.35323131433331,-122.85398037361776,5
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,19:59:38,45.353182457559456,-122.85395305921108,10
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,20:04:38,45.35318223800595,-122.85396901074667,15
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,20:09:38,45.35325715214045,-122.85401911323706,20
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,20:14:38,45.35322838214952,-122.8539840772431,25
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,20:19:38,45.35323972686445,-122.8539953266213,30
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,20:24:38,45.353114558046656,-122.85401034957951,35
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,20:29:38,45.35321067227876,-122.85394999508758,40
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,20:34:38,45.35321067227876,-122.85394999508758,45
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,20:39:38,45.35321067227876,-122.85394999508758,50
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,20:44:38,45.35321067227876,-122.85394999508758,55
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,20:49:38,45.35321067227876,-122.85394999508758,60
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,20:54:38,45.35326167521953,-122.85400903189779,65
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,20:59:38,45.35326167521953,-122.85400903189779,70
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,21:04:38,45.35328270855264,-122.85402146789508,75
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,21:09:38,45.35328270855264,-122.85402146789508,80
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,21:14:38,45.35328270855264,-122.85402146789508,85
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,21:19:38,45.35322927344203,-122.85401161061823,90
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,21:24:38,45.353268968852035,-122.85399485016883,95
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,21:29:38,45.353268968852035,-122.85399485016883,100
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,21:34:38,45.353268968852035,-122.85399485016883,105
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,21:39:38,45.353268968852035,-122.85399485016883,110
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,21:44:38,45.35325485931722,-122.85397177165184,115
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,21:49:38,45.353358080075644,-122.85406837585279,120
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,21:54:38,45.35319549239615,-122.85412544383384,125
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,21:59:38,45.353193248247514,-122.85412638615374,130
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,22:04:38,45.3529376583948,-122.85415597162687,135
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,22:09:38,45.35326650411984,-122.8539466486413,140
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,22:14:38,45.35326464268663,-122.8540173963875,145
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,22:19:38,45.35329313889738,-122.85395217177914,150
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,22:24:38,45.353321105025636,-122.8539751569587,155
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,22:29:38,45.353279517662386,-122.85404064625604,160
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,22:34:38,45.353281889502746,-122.8540273599793,165
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,22:39:38,45.35325504254352,-122.8539184182958,170
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,22:44:38,45.35325504254352,-122.8539184182958,175
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,22:49:38,45.35325504254352,-122.8539184182958,180
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/22/2020,22:54:38,45.35332790574263,-122.85392192969707,185
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/25/2020,00:19:45,45.353276306514296,-122.85376450505301,0
3AAA8053-795A-4A77-B1AF-65C2B6B1C454,04/25/2020,00:24:45,45.353276306514296,-122.85376450505301,5
