3AAA8053-795A-4A77-B1AF-65C2B6B1C454	04/22/2020	19:49:38	45.35327764580474	-122.85393959924241	0
3AAA8053-795A-4A77-B1AF-65C2B6B1C454	04/22/2020	19:54:38	45.35323131433331	-122.85398037361776	5
FF177EEC-BBC1-4B47-817D-C6608E6B33A8	04/22/2020	19:54:55	44.08219556847597	-123.06172527182484	0
3AAA8053-795A-4A77-B1AF-65C2B6B1C454	04/22/2020	19:59:38	45.353182457559456	-122.85395305921108	10
FF177EEC-BBC1-4B47-817D-C6608E6B33A8	04/22/2020	19:59:55	44.082182849089136	-123.06172718288575	5
3AAA8053-795A-4A77-B1AF-65C2B6B1C454	04/22/2020	20:04:38	45.35318223800595	-122.85396901074667	15
FF177EEC-BBC1-4B47-817D-C6608E6B33A8	04/22/2020	20:04:55	44.082182849089136	-123.06172718288575	10
3AAA8053-795A-4A77-B1AF-65C2B6B1C454	04/22/2020	20:09:38	45.35325715214045	-122.85401911323706	20
FF177EEC-BBC1-4B47-817D-C6608E6B33A8	04/22/2020	20:09:55	44.082182849089136	-123.06172718288575	15
3AAA8053-795A-4A77-B1AF-65C2B6B1C454	04/22/2020	20:14:38	45.35322838214952	-122.8539840772431	25
FF177EEC-BBC1-4B47-817D-C6608E6B33A8	04/22/2020	20:14:55	44.082182849089136	-123.06172718288575	20
